holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume
None,273.62,0,0,90,4630
None,273.62,0,0,90,4630
None,273.73,0,0,90,3096
None,273.73,0,0,90,3096
None,273.73,0,0,90,3096
None,273.81,0,0,90,2727
None,274.07,0,0,90,2498
None,274.4,0,0,90,1530
None,274.69,0,0,90,1007
None,274.69,0,0,90,1007
None,275.2,0,0,40,535
None,275.12,0,0,75,319
None,274.92,0,0,1,234
None,274.66,0,0,1,303
None,274.44,0,0,75,748
None,274.02,0,0,40,2705
None,273.53,0,0,75,5994
None,273.34,0,0,90,7016
None,273.43,0,0,90,6373
None,273.76,0,0,90,5046
None,274.4,0,0,90,4558
None,274.97,0,0,90,4764
None,275.46,0,0,90,4876
None,275.85,0,0,90,5004
None,276.4,0,0,90,5248
None,276.61,0,0,90,5958
None,276.72,0,0,90,6713
None,276.78,0,0,90,6407
None,276.49,0,0,90,4860
None,276.34,0,0,90,3149
None,275.92,0,0,90,2964
None,275.34,0,0,75,2473
None,275.15,0,0,1,2142
None,274.92,0,0,40,1108
None,274.59,0,0,75,549
None,274.65,0,0,75,343
None,274.51,0,0,90,239
None,274.37,0,0,90,356
None,274.19,0,0,90,764
None,273.76,0,0,90,2610
None,273.76,0,0,90,5883
None,273.76,0,0,90,7039
None,273.86,0,0,90,6303
None,274.34,0,0,90,4595
None,275.04,0,0,90,4880
None,275.89,0,0,75,5047
None,277.16,0,0,40,4866
None,277.82,0,0,40,5425
None,278.84,0,0,20,5982
None,279.33,0,0,20,6736
None,279.62,0,0,40,6525
None,279.56,0,0,40,4542
None,278.92,0,0,75,3209
None,278.39,0,0,1,2813
None,276.63,0,0,75,2511
None,276.43,0,0,75,2003
None,275.46,0,0,75,1022
None,275.11,0,0,75,590
None,274.98,0,0,1,321
None,274.43,0,0,75,264
None,274.51,0,0,75,303
None,274.79,0,0,75,764
None,275.16,0,0,90,2683
None,275.15,0,0,40,5729
None,275.07,0,0,90,7150
None,275.54,0,0,90,5994
None,275.78,0,0,90,5210
None,275.83,0,0,90,4497
None,276.15,0,0,90,4620
None,276.3,0,0,90,4415
None,276.43,0,0,90,4472
None,277.1,0,0,90,4501
None,277.45,0,0,90,4192
None,277.56,0,0,90,3796
None,277.26,0,0,90,3618
None,276.64,0,0,90,2812
None,276.64,0,0,90,2812
None,276.64,0,0,90,2812
None,276.24,0,0,90,2190
None,276.24,0,0,90,2190
None,276.24,0,0,90,2190
None,275.69,0,0,90,1809
None,275.69,0,0,90,1809
None,275.69,0,0,90,1809
None,275.33,0,0,90,1577
None,275.33,0,0,90,1577
None,275.33,0,0,90,1577
None,275.33,0,0,90,1577
None,274.79,0,0,90,1532
None,274.79,0,0,90,1532
None,274.79,0,0,90,1532
None,274.79,0,0,90,1532
None,274.79,0,0,90,1532
None,274.79,0,0,90,1532
None,274.65,0,0,90,889
None,274.65,0,0,90,889
None,274.65,0,0,90,889
None,274.65,0,0,90,889
None,274.65,0,0,90,889
None,274.36,0,0,90,516
None,274.36,0,0,90,516
None,274.19,0,0,90,338
None,274.19,0,0,90,338
None,274.19,0,0,90,338
None,274.19,0,0,90,338
None,274.03,0,0,90,261
None,274.03,0,0,90,261
None,274.03,0,0,90,261
None,273.89,0,0,90,313
None,273.89,0,0,90,313
None,273.89,0,0,90,313
None,273.74,0,0,90,718
None,273.53,0,0,90,2339
None,273.36,0,0,90,4931
None,273.36,0,0,90,4931
None,273.36,0,0,90,4931
None,273.14,0,0,90,5399
None,273.09,0,0,90,4327
None,273.29,0,0,90,3940
None,273.29,0,0,90,3940
None,273.36,0,0,90,4228
None,273.47,0,0,90,4614
None,273.47,0,0,90,4614
None,273.39,0,0,90,4871
None,273.39,0,0,90,4871
None,273.39,0,0,90,4871
None,273.39,0,0,90,4871
None,273.38,0,0,90,5118
None,273.38,0,0,90,5118
None,273.38,0,0,90,5118
None,273.38,0,0,90,5118
None,273.35,0,0,90,5616
None,273.35,0,0,90,5616
None,273.35,0,0,90,5616
None,273.35,0,0,90,5616
None,273.37,0,0,90,6160
None,273.37,0,0,90,6160
None,273.41,0,0,90,5861
None,273.41,0,0,90,5861
None,273.41,0,0,90,5861
None,273.41,0,0,90,5861
None,273.33,0,0,90,4728
None,273.33,0,0,90,4728
None,273.33,0,0,90,4728
None,273.28,0,0,90,3715
None,273.28,0,0,90,3715
None,273.23,0,0,90,3240
None,273.23,0,0,90,3240
None,273.23,0,0,90,3240
None,273.23,0,0,90,3240
None,272.96,0,0,90,3164
None,272.96,0,0,90,3164
None,272.96,0,0,90,3164
None,272.73,0,0,90,3074
None,272.73,0,0,90,3074
None,272.73,0,0,90,3074
None,272.7,0,0,90,2043
None,272.7,0,0,90,2043
None,272.7,0,0,90,2043
None,272.63,0,0,90,1190
None,272.63,0,0,90,1190
None,272.63,0,0,90,1190
None,272.65,0,0,90,728
None,272.65,0,0,90,728
None,272.58,0,0,90,571
None,272.58,0,0,90,571
None,272.58,0,0,90,425
None,272.58,0,0,90,425
None,272.47,0,0,90,390
None,272.47,0,0,90,390
None,272.16,0,0,90,743
None,272.16,0,0,90,743
None,271.98,0,0,90,1421
None,271.98,0,0,90,1421
None,271.81,0,0,90,2150
None,271.81,0,0,90,2150
None,271.77,0,0,90,3197
None,271.86,0,0,90,3745
None,271.86,0,0,90,3745
None,271.86,0,0,90,3745
None,272.04,0,0,90,4079
None,272.04,0,0,90,4079
None,272.4,0,0,90,4619
None,272.96,0,0,90,5035
None,273.42,0,0,90,4950
None,274.29,0,0,75,5053
None,274.77,0,0,40,4808
None,275.2,0,0,40,4904
None,275.51,0,0,75,4545
None,275.58,0,0,40,4285
None,275.41,0,0,40,3595
None,274.91,0,0,40,3142
None,273.62,0,0,20,3794
None,272.77,0,0,1,3416
None,271.12,0,0,1,1351
None,270.37,0,0,0,887
None,269.63,0,0,0,648
None,268.95,0,0,0,356
None,268.21,0,0,1,273
None,267.55,0,0,1,455
None,266.92,0,0,1,784
None,266.66,0,0,1,1125
None,268.08,0,0,1,1677
None,270,0,0,1,2510
None,271.85,0,0,1,3263
None,273.63,0,0,1,3485
None,275.13,0,0,1,4084
None,276.03,0,0,1,4268
None,276.63,0,0,1,4271
None,277.06,0,0,1,4542
None,277.46,0,0,1,4358
None,277.39,0,0,1,4401
None,277.22,0,0,1,3490
None,276.66,0,0,1,4079
None,275.73,0,0,1,3310
None,274.49,0,0,1,2237
None,273.65,0,0,1,1606
None,273.42,0,0,40,960
None,273.76,0,0,90,506
None,274.04,0,0,90,296
None,274.32,0,0,90,278
None,274.29,0,0,90,301
None,274.29,0,0,90,301
None,273.78,0,0,90,770
None,273.78,0,0,90,770
None,273.58,0,0,90,2617
None,273.58,0,0,90,2617
None,273.81,0,0,90,5657
None,273.81,0,0,90,5657
None,274.04,0,0,90,7062
None,274.6,0,0,90,6112
None,274.97,0,0,90,5055
None,275.57,0,0,90,4426
None,276.69,0,0,75,4546
None,278,0,0,90,4815
None,279.45,0,0,90,4907
None,280.36,0,0,90,5183
None,280.99,0,0,90,5728
None,281.35,0,0,75,5768
None,281.68,0,0,90,5376
None,281.68,0,0,90,5376
None,281.11,0,0,90,3780
None,281.11,0,0,90,3780
None,281.11,0,0,90,3780
None,281.07,0,0,90,2422
None,281.07,0,0,90,2422
None,281.07,0,0,90,2422
None,281.07,0,0,90,2422
None,281.07,0,0,90,2422
None,281.01,0,0,90,2063
None,281.01,0,0,90,2063
None,280.6,0,0,90,1627
None,279.66,0,0,90,1134
None,278.21,0,0,90,830
None,277.34,0,0,90,460
None,276.99,0,0,90,274
None,276.4,0,0,90,240
None,275.95,0,0,90,329
None,275.67,0,0,90,797
None,275.49,0,0,90,2580
None,275.17,0,0,90,5461
None,275.13,0,0,90,6078
None,275.38,0,0,75,5022
None,276.07,0,0,90,4820
None,276.76,0,0,75,4361
None,277.9,0,0,75,4619
None,278.55,0,0,75,4862
None,278.7,0,0,90,4615
None,278.1,0,0,90,5115
None,277.12,0,0,90,5544
None,277.12,0,0,90,5544
None,277.12,0,0,90,5544
None,277.12,0,0,90,5544
None,276.33,0,0,90,6519
None,276.33,0,0,90,6519
None,275.15,0,0,90,6345
None,275.15,0,0,90,6345
None,275.15,0,0,90,6345
None,275.15,0,0,90,6345
None,273.89,0,0,90,4641
None,273.89,0,0,90,4641
None,273.89,0,0,90,4641
None,273.89,0,0,90,4641
None,273.61,0,0,90,3181
None,273.61,0,0,90,3181
None,273.61,0,0,90,3181
None,273.61,0,0,90,3181
None,273.41,0,0,90,2904
None,273.41,0,0,90,2904
None,273.41,0,0,90,2904
None,273.34,0,0,90,3923
None,273.34,0,0,90,3923
None,273.26,0,0,90,2846
None,273.26,0,0,90,2846
None,273.26,0,0,90,2846
None,273.26,0,0,90,2846
None,273.2,0,0,90,1179
None,273.2,0,0,90,1179
None,273.2,0,0,90,1179
None,273.2,0,0,90,1179
None,273.16,0,0,90,555
None,273.16,0,0,90,555
None,273.08,0,0,90,362
None,273.08,0,0,90,362
None,272.86,0,0,90,276
None,272.86,0,0,90,276
None,272.73,0,0,90,340
None,272.73,0,0,90,340
None,272.37,0,0,90,759
None,272.37,0,0,90,759
None,272,0,0,75,2615
None,271.68,0,0,90,5994
None,271.21,0,0,75,6606
None,272.24,0,0,40,5220
None,273.06,0,0,20,4675
None,273.91,0,0,1,4899
None,275.19,0,0,40,5149
None,275.68,0,0,1,5086
None,276.77,0,0,40,5413
None,277.51,0,0,75,6073
None,277.81,0,0,40,6725
None,278.07,0,0,40,6454
None,278.16,0,0,20,4606
None,277.86,0,0,5,3266
None,276.56,0,0,1,2963
None,274.92,0,0,1,2705
None,274.07,0,0,1,1751
None,273.24,0,0,1,1009
None,272.55,0,0,1,571
None,271.85,0,0,1,350
None,271.29,0,0,1,276
None,270.58,0,0,1,314
None,270.26,0,0,1,733
None,270.11,0,0,1,2720
None,270.08,0,0,20,5924
None,270.48,0,0,1,6766
None,272.21,0,0,1,6470
None,274.34,0,0,1,5236
None,276.58,0,0,1,4604
None,278.87,0,0,20,5014
None,280.6,0,0,40,5287
None,281.49,0,0,75,5213
None,282.69,0,0,40,5738
None,282.76,0,0,90,6527
None,282.08,0,0,75,6813
None,282.08,0,0,75,6813
None,281.36,0,0,90,6598
None,278.63,0,0,90,5020
None,278.63,0,0,90,5020
None,277.49,0,0,90,3651
None,276.39,0,0,90,3271
None,275.56,0,0,75,2980
None,275.36,0,0,75,2331
None,275.42,0,0,75,1267
None,275.24,0,0,75,736
None,275.24,0,0,75,736
None,274.79,0,0,90,429
None,274.51,0,0,90,329
None,274.39,0,0,90,296
None,273.97,0,0,90,728
None,273.75,0,0,90,2473
None,273.27,0,0,40,5332
None,273.19,0,0,40,7009
None,274.89,0,0,75,5645
None,275.6,0,0,75,5217
None,276.55,0,0,75,5594
None,278.03,0,0,40,5703
None,279.31,0,0,20,5475
None,280.63,0,0,20,6189
None,281.8,0,0,40,6539
None,282.58,0,0,20,6610
None,283.03,0,0,40,6174
None,283.19,0,0,40,5232
None,282.75,0,0,75,3919
None,281.7,0,0,75,3508
None,281.01,0,0,90,4489
None,280.52,0,0,90,3611
None,280.34,0,0,90,2158
None,280.31,0,0,75,1270
None,280.41,0,0,75,753
None,280.5,0,0,75,600
None,281.03,0,0,90,383
None,281.03,0,0,90,383
None,281.14,0,0,90,371
None,280.9,0,0,90,684
None,280.88,0,0,75,1400
None,280.91,0,0,40,2381
None,282.57,0,0,20,3535
None,285.27,0,0,1,4332
None,286.61,0,0,1,4575
None,288.86,0,0,20,4927
None,289.7,0,0,1,5385
None,290.97,0,0,1,5426
None,292.59,0,0,1,5361
None,293.41,0,0,1,4749
None,294.13,0,0,1,4797
None,294.61,0,0,1,4393
None,294.47,0,0,1,4036
None,294.04,0,0,1,3582
None,292.83,0,0,1,3335
None,289.38,0,0,1,3075
None,287.88,0,0,1,2853
None,286.26,0,0,1,2265
None,285.08,0,0,1,1446
None,283.88,0,0,1,819
None,281.4,0,0,1,604
None,280.41,0,0,1,390
None,279.36,0,0,1,284
None,278.42,0,0,1,493
None,277.85,0,0,20,878
None,277.64,0,0,1,1320
None,280.22,0,0,1,2076
None,284.48,0,0,40,3076
None,288.12,0,0,1,3918
None,290.23,0,0,1,4361
None,292.58,0,0,1,5034
None,293.69,0,0,1,4612
None,295,0,0,1,4546
None,295.56,0,0,1,4425
None,295.89,0,0,1,4475
None,296.15,0,0,1,4252
None,295.92,0,0,1,3909
None,295.48,0,0,1,2967
None,294.06,0,0,1,2697
None,291.82,0,0,1,2353
None,290.32,0,0,1,2288
None,289.48,0,0,1,2372
None,288.53,0,0,1,578
None,287.77,0,0,1,383
None,286.75,0,0,1,267
None,285.89,0,0,1,274
None,285.29,0,0,1,749
None,284.73,0,0,1,2608
None,284.25,0,0,1,5783
None,283.86,0,0,1,6851
None,284.86,0,0,1,6387
None,286.96,0,0,1,5104
None,289.51,0,0,1,4378
None,291.77,0,0,1,4641
None,293.76,0,0,1,4889
None,295.26,0,0,1,4845
None,295.99,0,0,1,5245
None,298.04,0,0,1,5654
None,299.19,0,0,1,6271
None,299.4,0,0,40,5956
None,298.66,0,0,40,4489
None,296.55,0,0,75,3340
None,294.06,0,0,1,2883
None,293.17,0,0,40,2728
None,289.77,0,0,90,1848
None,287.99,0,0,90,954
None,286.81,0,0,1,563
None,285.89,0,0,40,336
None,285.43,0,0,75,275
None,285.22,0,0,1,328
None,284.3,0,0,1,764
None,283.29,0,0,1,2679
None,281.83,0,0,40,6032
None,281.85,0,0,1,7217
None,282.3,0,0,1,6401
None,283.79,0,0,1,5329
None,286.43,0,0,40,4541
None,287.63,0,0,1,4780
None,289.88,0,0,1,5082
None,293,0,0,20,5005
None,293.66,0,0,1,5399
None,294.95,0,0,1,6065
None,295.68,0,0,1,6725
None,296.04,0,0,1,6220
None,295.83,0,0,1,4533
None,295.67,0,0,1,3337
None,294.5,0,0,40,2932
None,292.8,0,0,1,2699
None,290.96,0,0,75,1809
None,291.1,0,0,1,1024
None,290.62,0,0,1,529
None,290.32,0,0,1,283
None,290.18,0,0,1,341
None,290.18,0,0,1,746
None,290.12,0,0,40,2561
None,290.17,0,0,1,5169
None,291.15,0,0,1,6017
None,292.04,0,0,1,5860
None,293.5,0,0,1,5208
None,293.32,0,0,1,4493
None,292.48,0,0,90,4770
None,291.25,0,0,90,4975
None,291.38,0,0,90,4923
None,291.71,0,0,40,5331
None,292.33,0,0,40,5599
None,292.22,0,0,1,6421
None,292.24,0,0,90,6312
None,292.43,0,0,75,4541
None,291.61,0,0,1,3211
None,290.47,0,0,40,2761
None,288.47,0,0,75,2498
None,288.14,0,0,75,1582
None,287.27,0,0,90,1080
None,286.85,0,0,75,544
None,285.64,0,0,90,341
None,284.88,0,0,75,268
None,283.92,0,0,75,304
None,281.64,0,0,90,708
None,281.64,0,0,90,708
None,281.09,0,0,90,2575
None,279.67,0,0,90,5596
None,278.73,0,0,90,6818
None,278.73,0,0,90,6818
None,278.73,0,0,90,6818
None,277.33,0,0,90,5857
None,277.33,0,0,90,5857
None,277.33,0,0,90,5857
None,277.33,0,0,90,5857
None,276.07,0,0,75,5155
None,276.07,0,0,75,5155
None,276.07,0,0,75,5155
None,275.43,0,0,90,4492
None,275.43,0,0,90,4492
None,275.43,0,0,90,4492
None,275.42,0,0,90,4948
None,275.42,0,0,90,4948
None,275.31,0,0,90,5133
None,275.31,0,0,90,5133
None,275.2,0,0,90,5161
None,275.2,0,0,90,5161
None,275.2,0,0,90,5161
None,275.85,0,0,90,5556
None,275.85,0,0,90,5556
None,276.28,0,0,90,6100
None,276.28,0,0,90,6100
None,277.02,0,0,90,6752
None,277.02,0,0,90,6752
None,277.81,0,0,90,6299
None,277.96,0,0,90,4800
None,277.74,0,0,90,3559
None,277.69,0,0,90,3130
None,277.89,0,0,90,2732
None,277.71,0,0,90,1882
None,278.19,0,0,90,1142
None,277.82,0,0,90,648
None,277.22,0,0,90,396
None,276.89,0,0,90,337
None,275.91,0,0,90,345
None,275.91,0,0,90,345
None,275.73,0,0,90,704
None,275.5,0,0,90,2494
None,275.22,0,0,90,5668
None,275.03,0,0,75,6478
None,275.12,0,0,1,5761
None,275.49,0,0,90,5221
None,275.77,0,0,1,4583
None,276.28,0,0,40,5068
None,276.95,0,0,75,5326
None,278.36,0,0,75,5282
None,280.02,0,0,75,5731
None,280.27,0,0,1,6084
None,280.87,0,0,40,6391
None,280.4,0,0,40,5837
None,280.03,0,0,40,4775
None,279.52,0,0,1,3657
None,278.99,0,0,1,3018
None,277.98,0,0,1,3124
None,277.23,0,0,1,2972
None,276.55,0,0,1,2005
None,276.08,0,0,1,1187
None,275.66,0,0,1,693
None,274.96,0,0,1,489
None,274.41,0,0,1,361
None,274.31,0,0,1,420
None,273.68,0,0,90,690
None,273.53,0,0,1,1339
None,273.31,0,0,90,2299
None,273.55,0,0,90,3400
None,273.55,0,0,90,3400
None,273.55,0,0,90,3400
None,273.55,0,0,90,3400
None,273.48,0,0,90,4037
None,273.48,0,0,90,4037
None,273.96,0,0,90,4418
None,273.96,0,0,90,4418
None,274.47,0,0,90,4881
None,274.47,0,0,90,4881
None,274.67,0,0,90,4991
None,274.67,0,0,90,4991
None,275.56,0,0,90,4874
None,275.56,0,0,90,4874
None,275.66,0,0,90,4978
None,275.66,0,0,90,4978
None,275.66,0,0,90,4978
None,275.81,0,0,90,4818
None,275.81,0,0,90,4818
None,275.87,0,0,90,4760
None,275.87,0,0,90,4760
None,275.87,0,0,90,4760
None,275.61,0,0,90,4614
None,275.61,0,0,90,4614
None,275.61,0,0,90,4614
None,275.36,0,0,90,4431
None,275.36,0,0,90,4431
None,275.36,0,0,90,4431
None,275.36,0,0,90,4431
None,275.11,0,0,90,3521
None,275.11,0,0,90,3521
None,275.11,0,0,90,3521
None,274.82,0,0,90,3228
None,274.82,0,0,90,3228
None,274.82,0,0,90,3228
None,274.36,0,0,90,3401
None,274.36,0,0,90,3401
None,274.36,0,0,90,3401
None,274.21,0,0,90,2898
None,274.21,0,0,90,2898
None,273.92,0,0,90,1988
None,273.97,0,0,90,1483
None,273.97,0,0,90,912
None,273.92,0,0,90,717
None,273.76,0,0,90,419
None,273.66,0,0,90,314
None,273.66,0,0,90,504
None,273.66,0,0,90,882
None,273.71,0,0,90,1337
None,273.71,0,0,90,1337
None,274.08,0,0,90,1995
None,274.39,0,0,90,2711
None,274.95,0,0,90,3404
None,275.68,0,0,90,3728
None,276.9,0,0,90,4287
None,278.21,0,0,90,4456
None,279.11,0,0,90,4410
None,279.69,0,0,90,4607
None,280.35,0,0,90,4413
None,280.95,0,0,75,5734
None,281.26,0,0,90,4470
None,281.05,0,0,90,3420
None,280.33,0,0,75,3004
None,279.8,0,0,90,2467
None,279.09,0,0,90,1735
None,278.58,0,0,90,1058
None,277.97,0,0,75,575
None,277.64,0,0,90,330
None,277.26,0,0,90,303
None,277.03,0,0,90,284
None,276.7,0,0,90,732
None,276.65,0,0,90,2634
None,276.65,0,0,90,5763
None,276.65,0,0,90,6970
None,276.83,0,0,75,6289
None,277.91,0,0,90,5047
None,279.14,0,0,75,4451
None,280.38,0,0,40,4507
None,281.95,0,0,40,4818
None,283.56,0,0,1,4893
None,285.64,0,0,40,5354
None,287.7,0,0,75,5881
None,289.23,0,0,1,6466
None,290.44,0,0,1,6027
None,291.51,0,0,90,4286
None,291.52,0,0,1,3253
None,291.13,0,0,40,2758
None,289.17,0,0,1,2475
None,287.28,0,0,1,1524
None,285.56,0,0,1,1062
None,285.08,0,0,1,561
None,283.8,0,0,1,336
None,282.72,0,0,1,259
None,281.91,0,0,1,319
None,281,0,0,1,733
None,280.37,0,0,40,2763
None,280.02,0,0,1,6009
None,279.86,0,0,1,6739
None,281.28,0,0,1,6501
None,283.43,0,0,1,5229
None,285.88,0,0,1,4657
None,289.23,0,0,1,4773
None,291.5,0,0,1,4961
None,294.12,0,0,20,5073
None,294.55,0,0,1,5296
None,295.41,0,0,1,5919
None,296.07,0,0,1,6763
None,295.88,0,0,75,6110
None,295.92,0,0,40,4556
None,295.54,0,0,1,3229
None,294.92,0,0,1,2975
None,293.13,0,0,1,2503
None,290.48,0,0,1,1963
None,289.08,0,0,1,3874
None,287.91,0,0,1,910
None,287.3,0,0,1,460
None,286.13,0,0,1,298
None,285.39,0,0,1,373
None,284.36,0,0,1,703
None,283.79,0,0,1,2774
None,283.1,0,0,1,5956
None,282.96,0,0,1,6888
None,284.87,0,0,1,5351
None,288.07,0,0,1,5487
None,291.07,0,0,1,4620
None,293.55,0,0,1,4807
None,295.56,0,0,1,5107
None,296.5,0,0,75,5137
None,297.58,0,0,40,5530
None,297.63,0,0,40,6089
None,297.88,0,0,40,6556
None,297.47,0,0,40,6271
None,297.67,0,0,75,4669
None,297.41,0,0,40,3375
None,296.6,0,0,1,3219
None,293.3,0,0,40,2562
None,291.97,0,0,1,1869
None,289.83,0,0,1,1093
None,288.77,0,0,1,576
None,288.36,0,0,1,373
None,288.26,0,0,1,262
None,288.76,0,0,1,364
None,288.07,0,0,1,756
None,286.93,0,0,75,2737
None,286.78,0,0,1,5974
None,287.56,0,0,75,6800
None,288.37,0,0,75,5813
None,290.47,0,0,40,5369
None,292.42,0,0,1,4544
None,294.3,0,0,40,4947
None,295.56,0,0,40,5180
None,296.88,0,0,90,5253
None,297.2,0,0,1,5598
None,296.95,0,0,40,6344
None,295.91,0,0,90,6750
None,295.91,0,0,90,6750
None,293.36,0,0,90,6305
None,293.36,0,0,90,6305
None,292.43,0,0,90,4673
None,292.43,0,0,90,4673
None,290.9,0,0,90,3487
None,290.9,0,0,90,3487
None,289.67,0,0,90,3319
None,289.67,0,0,90,3319
None,288.91,0,0,90,3135
None,288.91,0,0,90,3135
None,288.91,0,0,90,3135
None,288.77,0,0,90,2227
None,288.77,0,0,90,2227
None,288.77,0,0,90,2227
None,288.67,0,0,90,1186
None,288.67,0,0,90,1186
None,288.05,0,0,90,680
None,288.05,0,0,90,680
None,287.78,0,0,90,409
None,287.68,0,0,90,292
None,287.41,0,0,75,366
None,287.46,0,0,90,673
None,287.55,0,0,90,2503
None,287.41,0,0,90,5628
None,287.08,0,0,90,6802
None,287.23,0,0,90,5932
None,287.26,0,0,90,5143
None,287.1,0,0,90,4812
None,286.75,0,0,90,5263
None,286.38,0,0,90,5577
None,284.58,0,0,90,5457
None,284.58,0,0,90,5457
None,284.18,0,0,90,5825
None,283.49,0,0,90,6284
None,283.3,0,0,90,6527
None,282.43,0,0,90,5937
None,281.95,0,0,90,5159
None,281.75,0,0,90,3748
None,281.43,0,0,90,3248
None,281.1,0,0,90,2965
None,280.81,0,0,90,2726
None,280.27,0,0,75,1683
None,279.77,0,0,75,962
None,279.05,0,0,1,744
None,278.51,0,0,90,495
None,278.06,0,0,40,304
None,277.4,0,0,1,329
None,276.31,0,0,20,562
None,275.75,0,0,1,1167
None,275.76,0,0,1,1731
None,276.81,0,0,1,2512
None,278.59,0,0,1,3253
None,280.76,0,0,1,3193
None,282.69,0,0,1,3544
None,284.91,0,0,1,3793
None,287.09,0,0,1,3678
None,288.72,0,0,1,3391
None,290.01,0,0,1,3441
None,290.97,0,0,1,3280
None,291.5,0,0,1,3228
None,291.74,0,0,1,2771
None,291.51,0,0,1,2394
None,290.43,0,0,75,2150
None,288.93,0,0,1,2147
None,287,0,0,75,2053
None,286.71,0,0,75,1374
None,286.18,0,0,90,1006
None,286.18,0,0,90,1006
None,285.59,0,0,90,648
None,284.28,0,0,75,420
None,282.26,0,0,75,297
None,280.23,0,0,1,226
None,279.1,0,0,1,378
None,278.24,0,0,1,631
None,278.09,0,0,1,955
None,278.68,0,0,40,1486
None,279.29,0,0,90,2256
None,279.95,0,0,90,2862
None,280.75,0,0,75,3094
None,281.75,0,0,40,3311
None,282.79,0,0,75,3277
None,283.37,0,0,1,3121
None,283.26,0,0,75,3168
None,283.1,0,0,75,3004
None,283.38,0,0,75,2893
None,283.41,0,0,40,2754
None,283.3,0,0,40,2464
None,282.46,0,0,40,2341
None,281.09,0,0,20,2053
None,280.16,0,0,1,1581
None,278.74,0,0,1,878
None,277.57,0,0,1,521
None,276.87,0,0,1,269
None,276.3,0,0,1,227
None,275.69,0,0,1,289
None,274.77,0,0,1,718
None,274.21,0,0,1,2682
None,273.79,0,0,1,5790
None,274.53,0,0,1,6969
None,276.16,0,0,1,5972
None,278.61,0,0,1,5013
None,280.02,0,0,1,4402
None,281.24,0,0,1,4477
None,282.56,0,0,1,4778
None,283.69,0,0,1,4774
None,284.93,0,0,1,5175
None,285.37,0,0,1,5794
None,286.48,0,0,1,6454
None,286.93,0,0,1,6385
None,287.21,0,0,1,4620
None,287.25,0,0,1,3205
None,286.59,0,0,1,2789
None,284.73,0,0,1,2568
None,282.96,0,0,1,1686
None,281.11,0,0,1,958
None,279.3,0,0,1,580
None,278.36,0,0,1,324
None,277.66,0,0,1,238
None,276.82,0,0,1,344
None,276.18,0,0,1,755
None,275.85,0,0,1,2836
None,276.27,0,0,40,5590
None,277.38,0,0,1,6501
None,279.03,0,0,90,5806
None,281.85,0,0,75,5046
None,286.53,0,0,75,4579
None,287.5,0,0,90,4761
None,287.44,0,0,90,4888
None,287.86,0,0,90,5027
None,289.28,0,0,40,5640
None,290.73,0,0,1,6093
None,292.22,0,0,1,6653
None,293.74,0,0,1,6445
None,295.09,0,0,75,5182
None,295,0,0,1,3748
None,294.49,0,0,1,3530
None,293.03,0,0,75,3282
None,292.57,0,0,1,2286
None,291.59,0,0,1,1350
None,291.05,0,0,1,691
None,290.04,0,0,1,389
None,288.64,0,0,1,261
None,286.69,0,0,1,349
None,285.73,0,0,1,795
None,284.49,0,0,1,2764
None,283.12,0,0,1,5952
None,285.13,0,0,20,6624
None,287.82,0,0,1,6618
None,292.46,0,0,1,5449
None,295.22,0,0,75,4846
None,295.35,0,0,75,5362
None,296.55,0,0,75,5162
None,299.52,0,0,40,5036
None,302.46,0,0,40,5409
None,304.66,0,0,1,6236
None,306.61,0,0,20,6423
None,308.24,0,0,20,5982
None,307.66,0,0,1,4858
None,306.02,0,0,1,3536
None,303.83,0,0,1,3147
None,300.28,0,0,1,2934
None,298.27,0,0,1,2257
None,296.21,0,0,1,1254
None,294.76,0,0,1,648
None,293.2,0,0,1,382
None,291.53,0,0,1,277
None,289.96,0,0,1,335
None,288.53,0,0,1,752
None,286.42,0,0,1,2851
None,285.43,0,0,1,5903
None,286.21,0,0,40,6642
None,287.79,0,0,75,6404
None,289.36,0,0,1,5265
None,289.71,0,0,1,4537
None,290.67,0,0,1,5004
None,292.09,0,0,1,5017
None,294.14,0,0,1,5151
None,295.77,0,0,1,5544
None,296.79,0,0,1,6263
None,297.59,0,0,40,6592
None,298.13,0,0,40,6268
None,298.29,0,0,75,4703
None,298.25,0,0,75,3451
None,297.3,0,0,1,3223
None,295.44,0,0,1,3265
None,293.87,0,0,1,2317
None,292.47,0,0,1,1313
None,291.73,0,0,75,751
None,291.08,0,0,1,475
None,290.27,0,0,1,311
None,288.97,0,0,1,365
None,288.31,0,0,1,727
None,286.37,0,0,1,2514
None,285.31,0,0,1,5501
None,285.41,0,0,40,6778
None,288.21,0,0,1,5740
None,291.15,0,0,1,5008
None,293.82,0,0,1,4619
None,296.05,0,0,1,5256
None,297.9,0,0,1,5422
None,299.15,0,0,1,5616
None,299.97,0,0,1,5570
None,300.45,0,0,1,6366
None,300.26,0,0,1,6039
None,299.83,0,0,1,5153
None,299.03,0,0,1,3566
None,298.21,0,0,1,2928
None,296.71,0,0,1,2839
None,295.53,0,0,1,2641
None,294.45,0,0,75,1851
None,293.38,0,0,90,1173
None,292.04,0,0,90,727
None,291.39,0,0,90,501
None,290.8,0,0,90,352
None,290.48,0,0,90,391
None,289.92,0,0,90,756
None,288.82,0,0,90,1331
